run,type,max,min,median,mean,stddev
52,agent,35035553.35445351,4899552.571368942,17090220.846183214,18010818.869407766,8206757.576493859
52,firm,179744877.2164307,83429819.39156306,122173766.91260779,124682548.63059226,25076365.153077852
53,agent,34913774.97008707,1763919.4161583213,15931030.130582025,17055804.592443686,10727234.19912028
53,firm,177320422.23642623,93783867.73441422,133280754.84987295,136697887.7075563,27886206.466802333
54,agent,37380915.618171446,3144227.1904920544,16693597.107599802,16891595.553852253,10931536.822903326
54,firm,219088184.22447345,92224151.93470967,169997492.68448246,162303600.44614774,36630316.623025544
55,agent,49255094.78097021,-2391090.2558748554,14931955.584676046,16547875.61954901,13735273.758281033
55,firm,165417341.3808312,73474140.20715716,120847306.55583143,122135842.38045096,29716551.67552385
56,agent,49788641.19419685,4050062.7581465086,10537485.705622863,13248591.854638482,12586311.83556243
56,firm,181073145.2074803,84331715.61553583,137904093.22890937,135081174.2453615,34409393.90989843
57,agent,56853597.14781511,444424.22686698625,17026978.370305143,17784740.368838374,16454436.909574402
57,firm,208361516.4122391,60124254.25932015,141652769.4003807,134024960.33116162,43753781.143119745
58,agent,34110284.35513879,1196850.2361693012,11334865.82994091,15340840.90818185,10208102.616841557
58,firm,223109717.39577198,85937037.08778238,172084525.38367087,163129008.89181814,34292585.48682609
59,agent,23636882.352085296,1622311.0428531615,13919208.739732761,12991224.691751473,7362299.314933064
59,firm,165674296.7403307,62603516.25411926,148034029.79968005,130565408.40824854,33244535.40367492
